"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
704,"Streptomyces sp. JS01","JS01","SAMN02935386 ","PRJNA256018","GCA_000743295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/743/295/GCA_000743295.1_ASM74329v1"
705,"Streptomyces sp. CNQ431","CNQ431","SAMN03173244 ","PRJNA266689","GCA_000797385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/797/385/GCA_000797385.1_ASM79738v1"
706,"Streptomyces sp. MUSC 125","MUSC 125","SAMN03070123 ","PRJNA261099","GCA_000816485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/485/GCA_000816485.1_ASM81648v1"
707,"Streptomyces sp. RSD-27","RSD-27","SAMN03177439 ","PRJNA267035","GCA_000817655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/655/GCA_000817655.1_ASM81765v1"
708,"Streptomyces sp. NRRL F-4428","NRRL F-4428","SAMN03323306 ","PRJNA238534","GCA_000956015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/015/GCA_000956015.1_ASM95601v1"
709,"Streptomyces sp. NRRL S-495","NRRL S-495","SAMN03323301 ","PRJNA238534","GCA_000966955.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/955/GCA_000966955.1_ASM96695v1"
710,"Streptomyces sp. NRRL S-104","NRRL S-104","SAMN03323303 ","PRJNA238534","GCA_000966965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/965/GCA_000966965.1_ASM96696v1"
712,"Streptomyces sp. MUSC164","MUSC164","SAMN03445834 ","PRJNA278501","GCA_000968685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/685/GCA_000968685.1_ASM96868v1"
713,"Streptomyces sp. NRRL B-24891","NRRL B-24891","SAMN03444664 ","PRJNA279266","GCA_000981895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/895/GCA_000981895.1_ASM98189v1"
714,"Streptomyces sp. KE1","KE1","SAMN03454257 ","PRJNA280032","GCA_001014595.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/014/595/GCA_001014595.1_ASM101459v1"
715,"Streptomyces sp. HNS054","HNS054","SAMN03757723 ","PRJNA285716","GCA_001044185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/044/185/GCA_001044185.1_ASM104418v1"
716,"Streptomyces sp. NRRL WC-3701","NRRL WC-3701","SAMN02900602 ","PRJNA238534","GCA_001279025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/025/GCA_001279025.1_ASM127902v1"
717,"Streptomyces sp. NRRL F-4711","NRRL F-4711","SAMN02900612 ","PRJNA238534","GCA_001279355.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/355/GCA_001279355.1_ASM127935v1"
718,"Streptomyces sp. NRRL F-5755","NRRL F-5755","SAMN02900611 ","PRJNA238534","GCA_001279365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/365/GCA_001279365.1_ASM127936v1"
719,"Streptomyces sp. NRRL F-2295","NRRL F-2295","SAMN02900613 ","PRJNA238534","GCA_001279425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/425/GCA_001279425.1_ASM127942v1"
720,"Streptomyces sp. WM6349","WM6349","SAMN02900614 ","PRJNA238534","GCA_001279445.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/445/GCA_001279445.1_ASM127944v1"
721,"Streptomyces sp. XY152","XY152","SAMN02900623 ","PRJNA238534","GCA_001279455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/455/GCA_001279455.1_ASM127945v1"
722,"Streptomyces sp. XY511","XY511","SAMN02900628 ","PRJNA238534","GCA_001279485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/485/GCA_001279485.1_ASM127948v1"
723,"Streptomyces sp. H021","H021","SAMN02900637 ","PRJNA238534","GCA_001279495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/495/GCA_001279495.1_ASM127949v1"
724,"Streptomyces sp. NRRL B-3648","NRRL B-3648","SAMN02900645 ","PRJNA238534","GCA_001279545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/545/GCA_001279545.1_ASM127954v1"
725,"Streptomyces sp. NRRL F-4707","NRRL F-4707","SAMN02900651 ","PRJNA238534","GCA_001279605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/605/GCA_001279605.1_ASM127960v1"
726,"Streptomyces sp. NRRL F-7442","NRRL F-7442","SAMN02900653 ","PRJNA238534","GCA_001279615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/615/GCA_001279615.1_ASM127961v1"
727,"Streptomyces sp. WM6368","WM6368","SAMN02900616 ","PRJNA238534","GCA_001279625.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/625/GCA_001279625.1_ASM127962v1"
728,"Streptomyces sp. WM6372","WM6372","SAMN02900617 ","PRJNA238534","GCA_001279655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/655/GCA_001279655.1_ASM127965v1"
729,"Streptomyces sp. WM6373","WM6373","SAMN02900618 ","PRJNA238534","GCA_001279685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/685/GCA_001279685.1_ASM127968v1"
730,"Streptomyces sp. MMG1522","MMG1522","SAMN02900621 ","PRJNA238534","GCA_001279735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/735/GCA_001279735.1_ASM127973v1"
731,"Streptomyces sp. XY413","XY413","SAMN02900626 ","PRJNA238534","GCA_001279765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/765/GCA_001279765.1_ASM127976v1"
732,"Streptomyces sp. MMG1533","MMG1533","SAMN02900622 ","PRJNA238534","GCA_001279775.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/775/GCA_001279775.1_ASM127977v1"
733,"Streptomyces sp. XY431","XY431","SAMN02900627 ","PRJNA238534","GCA_001279805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/805/GCA_001279805.1_ASM127980v1"
734,"Streptomyces sp. XY37","XY37","SAMN02900625 ","PRJNA238534","GCA_001279815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/815/GCA_001279815.1_ASM127981v1"
735,"Streptomyces sp. XY533","XY533","SAMN02900629 ","PRJNA238534","GCA_001279845.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/845/GCA_001279845.1_ASM127984v1"
736,"Streptomyces sp. XY58","XY58","SAMN02900630 ","PRJNA238534","GCA_001279855.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/855/GCA_001279855.1_ASM127985v1"
737,"Streptomyces sp. XY593","XY593","SAMN02900631 ","PRJNA238534","GCA_001279885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/885/GCA_001279885.1_ASM127988v1"
738,"Streptomyces sp. XY66","XY66","SAMN02900632 ","PRJNA238534","GCA_001279905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/905/GCA_001279905.1_ASM127990v1"
739,"Streptomyces sp. H036","H036","SAMN02900638 ","PRJNA238534","GCA_001279925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/925/GCA_001279925.1_ASM127992v1"
740,"Streptomyces sp. IGB124","IGB124","SAMN02900636 ","PRJNA238534","GCA_001279935.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/935/GCA_001279935.1_ASM127993v1"
741,"Streptomyces sp. MMG1064","MMG1064","SAMN02900639 ","PRJNA238534","GCA_001279965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/279/965/GCA_001279965.1_ASM127996v1"
742,"Streptomyces sp. NRRL WC-3618","NRRL WC-3618","SAMN02900642 ","PRJNA238534","GCA_001280005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/005/GCA_001280005.1_ASM128000v1"
743,"Streptomyces sp. MMG1121","MMG1121","SAMN02900641 ","PRJNA238534","GCA_001280015.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/015/GCA_001280015.1_ASM128001v1"
744,"Streptomyces sp. NRRL WC-3723","NRRL WC-3723","SAMN02900643 ","PRJNA238534","GCA_001280045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/045/GCA_001280045.1_ASM128004v1"
745,"Streptomyces sp. NRRL B-1140","NRRL B-1140","SAMN02900646 ","PRJNA238534","GCA_001280065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/065/GCA_001280065.1_ASM128006v1"
746,"Streptomyces sp. NRRL F-6491","NRRL F-6491","SAMN02900650 ","PRJNA238534","GCA_001280095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/095/GCA_001280095.1_ASM128009v1"
747,"Streptomyces sp. NRRL F-6492","NRRL F-6492","SAMN02900652 ","PRJNA238534","GCA_001280125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/125/GCA_001280125.1_ASM128012v1"
748,"Streptomyces sp. XY332","XY332","SAMN02900624 ","PRJNA238534","GCA_001280885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/280/885/GCA_001280885.1_ASM128088v1"
749,"Streptomyces sp. NRRL B-24085","NRRL B-24085","SAMN04026160 ","PRJNA293375","GCA_001282115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/282/115/GCA_001282115.1_ASM128211v1"
750,"Streptomyces sp. NRRL S-4","NRRL S-4","SAMN02900599 ","PRJNA238534","GCA_001294345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/345/GCA_001294345.1_ASM129434v1"
751,"Streptomyces sp. NRRL WC-3753","NRRL WC-3753","SAMN03327498 ","PRJNA238534","GCA_001294395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/395/GCA_001294395.1_ASM129439v1"
752,"Streptomyces sp. NRRL F-4489","NRRL F-4489","SAMN03327485 ","PRJNA238534","GCA_001509485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/485/GCA_001509485.1_ASM150948v1"
753,"Streptomyces sp. NRRL S-1521","NRRL S-1521","SAMN03327493 ","PRJNA238534","GCA_001509505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/505/GCA_001509505.1_ASM150950v1"
754,"Streptomyces sp. NRRL WC-3604","NRRL WC-3604","SAMN03327496 ","PRJNA238534","GCA_001509785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/785/GCA_001509785.1_ASM150978v1"
755,"Streptomyces sp. NRRL WC-3605","NRRL WC-3605","SAMN03327497 ","PRJNA238534","GCA_001509795.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/795/GCA_001509795.1_ASM150979v1"
756,"Streptomyces sp. 96-12","96-12","SAMN04441028 ","PRJNA309851","GCA_001550315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/550/315/GCA_001550315.1_ASM155031v1"
757,"Streptomyces sp. WAC04657","WAC04657","SAMN04397504 ","PRJNA308581","GCA_001592685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/685/GCA_001592685.1_ASM159268v1"
758,"Streptomyces sp. MJM8645","MJM8645","SAMN04044472 ","PRJNA295235","GCA_001625365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/365/GCA_001625365.1_ASM162536v1"
759,"Streptomyces sp. FXJ1.172","FXJ1.172","SAMN04892703 ","PRJNA319451","GCA_001636945.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/945/GCA_001636945.1_ASM163694v1"
760,"Streptomyces sp. G25(2015)","G25(2015)","SAMN04325095 ","PRJNA305383","GCA_001642995.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/995/GCA_001642995.1_ASM164299v1"
761,"Streptomyces sp. F-3","","SAMD00051289 ","PRJDB4777","GCA_001653115.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/115/GCA_001653115.1_ASM165311v1"
763,"Streptomyces sp. H-KF8","H-KF8","SAMN04606695 ","PRJNA317393","GCA_001672315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/672/315/GCA_001672315.1_ASM167231v1"
764,"Streptomyces sp. EN23","EN23","SAMN05717680 ","PRJNA341316","GCA_001746305.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/305/GCA_001746305.1_ASM174630v1"
765,"Streptomyces sp. CC77","CC77","SAMN05861225 ","PRJNA345367","GCA_001865255.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/255/GCA_001865255.1_ASM186525v1"
766,"Streptomyces sp. MUSC 93","MUSC 93","SAMN05915828 ","PRJNA343843","GCA_001866645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/645/GCA_001866645.1_ASM186664v1"
767,"Streptomyces sp. MUSC 1","MUSC 1","SAMN05915827 ","PRJNA343838","GCA_001866665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/665/GCA_001866665.1_ASM186666v1"
768,"Streptomyces sp. MUSC 14","MUSC 14","SAMN05915731 ","PRJNA343846","GCA_001866675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/866/675/GCA_001866675.1_ASM186667v1"
769,"Streptomyces sp. CNH189","CNH189","SAMN02597197 ","PRJNA169772","GCA_000527195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/527/195/GCA_000527195.1_ASM52719v1"
770,"Streptomyces sp. PCS3-D2","PCS3-D2","SAMN02597788 ","PRJNA236535","GCA_000612545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/545/GCA_000612545.1_P1-1"
771,"Streptomyces sp. MNU77","MNU77","SAMN03200165 ","PRJNA267646","GCA_000935135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/135/GCA_000935135.1_ASM93513v1"
772,"Streptomyces sp. WM6386","WM6386","SAMN03295681 ","PRJNA238534","GCA_000972385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/385/GCA_000972385.1_ASM97238v1"
773,"Streptomyces sp. WM6391","WM6391","SAMN03317180 ","PRJNA238534","GCA_000972395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/395/GCA_000972395.1_ASM97239v1"
774,"Streptomyces sp. MBT28","MBT28","SAMN03444561 ","PRJNA279348","GCA_000972435.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/435/GCA_000972435.1_StrepMBT28_1.0"
775,"Streptomyces sp. NBRC 110468","NBRC 110468","SAMD00035239 ","PRJDB4042","GCA_001184025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/184/025/GCA_001184025.1_ASM118402v1"
776,"Streptomyces sp. AVP053U2","AVP053U2","SAMN04158509 ","PRJNA298352","GCA_001469455.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/455/GCA_001469455.2_ASM146945v2"
777,"Streptomyces sp. IMTB 1903","IMTB 1903","SAMN04387707 ","PRJNA308156","GCA_001531145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/531/145/GCA_001531145.1_ASM153114v1"
778,"Streptomyces sp. NBRC 110611","NBRC 110611","SAMD00026621 ","PRJDB3538","GCA_001590865.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/590/865/GCA_001590865.1_ASM159086v1"
779,"Streptomyces sp. CC71","CC71","SAMN04335756 ","PRJNA305945","GCA_001595515.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/595/515/GCA_001595515.1_ASM159551v1"
780,"Streptomyces sp. RTd22","RTd22","SAMN04901306 ","PRJNA319588","GCA_001640565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/565/GCA_001640565.1_ASM164056v1"
781,"Streptomyces sp. NBRC 109436","NBRC 109436","SAMD00020875 ","PRJDB3206","GCA_001652895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/652/895/GCA_001652895.1_ASM165289v1"
782,"Streptomyces sp. PTY087I2","PTY087I2","SAMN04571751 ","PRJNA315873","GCA_001687325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/325/GCA_001687325.1_ASM168732v1"
783,"Streptomyces sp. EN16","EN16","SAMN05567309 ","PRJNA338712","GCA_001746285.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/285/GCA_001746285.1_ASM174628v1"
784,"Streptomyces sp. LUP47b","LUP47b","SAMN05567319 ","PRJNA338715","GCA_001746295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/295/GCA_001746295.1_ASM174629v1"
785,"Streptomyces sp. EN27","EN27","SAMN05567316 ","PRJNA338713","GCA_001746315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/315/GCA_001746315.1_ASM174631v1"
786,"Streptomyces sp. LUP30","LUP30","SAMN05717681 ","PRJNA341317","GCA_001746365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/746/365/GCA_001746365.1_ASM174636v1"
787,"Streptomyces sp. TP-A0874","TP-A0874","SAMD00035866 ","PRJDB4099","GCA_001748085.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/085/GCA_001748085.1_ASM174808v1"
788,"Streptomyces sp. SPMA113","SPMA113","SAMD00052840 ","PRJDB4859","GCA_001748165.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/165/GCA_001748165.1_ASM174816v1"
789,"Streptomyces sp. CC53","CC53","SAMN05861226 ","PRJNA345369","GCA_001865245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/245/GCA_001865245.1_ASM186524v1"
790,"Streptomyces sp. NBRC 110465","NBRC 110465","SAMD00059478 ","PRJDB5149","GCA_001895105.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/105/GCA_001895105.1_ASM189510v1"
791,"Streptomyces sp. CB02923","CB02923","SAMN04853037 ","PRJNA293172","GCA_001905005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/005/GCA_001905005.1_ASM190500v1"
792,"Streptomyces sp. CB03578","CB03578","SAMN04857222 ","PRJNA293172","GCA_001905025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/025/GCA_001905025.1_ASM190502v1"
793,"Streptomyces sp. CB03911","CB03911","SAMN04853764 ","PRJNA293172","GCA_001905045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/905/045/GCA_001905045.1_ASM190504v1"
794,"Streptomyces sp. F-1","","SAMEA3925434 ","PRJEB13412","GCA_900079405.3 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/405/GCA_900079405.3_Streptomyces_sp_F1_v3"
795,"Streptomyces sp. WMMB 714","WMMB 714","SAMN02745759 ","PRJEB14436","GCA_900090125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/125/GCA_900090125.1_IMG-taxon_2522125136_annotated_assembly"
796,"Streptomyces sp. WMMB 322","WMMB 322","SAMN02745757 ","PRJEB14435","GCA_900090145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/145/GCA_900090145.1_IMG-taxon_2522125135_annotated_assembly"
797,"Streptomyces sp. PBH53","PBH53","SAMN03218484 ","PRJNA268366","GCA_001040905.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/040/905/GCA_001040905.1_ASM104090v1"
807,"Streptomyces sp. NRRL F-5848","NRRL F-5848","SAMN02645451 ","PRJNA238534","GCA_000722125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/125/GCA_000722125.1_ASM72212v1"
819,"Streptomyces sp. SM8","SM8","SAMN02471466 ","PRJNA167560","GCA_000299175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/175/GCA_000299175.1_StrepSM8"
